game_date,game_pk,away_team,home_team,game_type,game_year,sv_id,batter,pitcher,stand,p_throws,events,des,description,type,hit_location,bb_type,balls,strikes,outs_when_up,inning,inning_topbot,pitch_type,plate_x,plate_z,zone,hc_x,hc_y,hit_distance_sc,launch_speed_angle,pitch_name,on_3b,on_2b,on_1b,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,at_bat_number,pitch_number,away_score,home_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,woba_value,woba_denom,babp_value,iso_value,role_key,pitch_number_appearance,pitcher_at_bat_number,times_faced
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Jose Vinicio,Emilis Guerrero,L,R,,,called_strike,S,,,0,0,0,1,Top,FF,-0.809564,2.31195102,4,,,,,Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Jose Vinicio,Emilis Guerrero,L,R,field_out,,hit_into_play,X,,popup,0,1,0,1,Top,FF,0.190094667,2.47987483,5,-55.0125,30.375,62.84119494,3,Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Justin Marra,Emilis Guerrero,L,R,,,called_strike,S,,,0,0,1,1,Top,SL,0.796270667,1.934122449,9,,,,,Slider,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Justin Marra,Emilis Guerrero,L,R,,,called_strike,S,,,0,1,1,1,Top,FF,-0.772342667,2.320946939,4,,,,,Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Justin Marra,Emilis Guerrero,L,R,,,ball,B,,,0,2,1,1,Top,CH,-1.149873333,1.442345578,12,,,,,Changeup,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Justin Marra,Emilis Guerrero,L,R,,,foul,S,,,1,2,1,1,Top,SL,1.102017333,2.212995918,13,,,,,Slider,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Justin Marra,Emilis Guerrero,L,R,,,ball,B,,,2,2,1,1,Top,FF,-1.088724,2.97465034,10,,,,,Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Justin Marra,Emilis Guerrero,L,R,walk,,ball,B,,,3,2,1,1,Top,CH,-1.157849333,1.847161905,12,,,,,Changeup,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Jordan Castaldo,Emilis Guerrero,L,R,,,called_strike,S,,,0,0,1,1,Top,SL,0.812222667,1.976103401,9,,,,,Slider,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Jordan Castaldo,Emilis Guerrero,L,R,single,,hit_into_play,X,,line_drive,0,1,1,1,Top,FF,0.376201333,2.31195102,6,-35.94375,237.9375,240.6370858,6,Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Johnathan Solazzo,Emilis Guerrero,L,R,,,called_strike,S,,,0,0,1,1,Top,FF,-0.360249333,3.073605442,1,,,,,Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Johnathan Solazzo,Emilis Guerrero,L,R,,,ball,B,,,0,1,1,1,Top,FT,1.014281333,1.769197279,13,,,,,Two-Seam Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Johnathan Solazzo,Emilis Guerrero,L,R,,,foul,S,,,1,1,1,1,Top,FF,-0.035892,2.59082449,5,,,,,Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Johnathan Solazzo,Emilis Guerrero,L,R,,,foul,S,,,1,2,1,1,Top,CH,-0.572942667,1.700228571,7,,,,,Changeup,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Johnathan Solazzo,Emilis Guerrero,L,R,field_out,,hit_into_play,X,,fly_ball,1,2,2,1,Top,CH,0.094382667,1.670242177,8,102.76875,259.2,278.8297975,6,Changeup,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Greg Carrington,Emilis Guerrero,L,R,triple,,hit_into_play,X,,fly_ball,0,0,2,1,Top,SL,-0.352273333,3.064609524,1,35.94375,319.95,321.9626619,6,Slider,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,James Dutton,Emilis Guerrero,R,R,single,,hit_into_play,X,,ground_ball,0,0,2,1,Top,CH,-0.035892,2.242982313,5,-3.7125,51.3,51.43415846,2,Changeup,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,James Dutton,Emilis Guerrero,R,R,,,,,,,,,2,1,Top,UN,,,0,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,James Dutton,Emilis Guerrero,R,R,,,,,,,,,2,1,Top,UN,,,0,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Dan Marra,Emilis Guerrero,R,R,,,ball,B,,,0,0,2,1,Top,SL,1.349273333,1.679238095,13,,,,,Slider,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Dan Marra,Emilis Guerrero,R,R,,,ball,B,,,1,0,2,1,Top,CH,0.899958667,3.241529252,11,,,,,Changeup,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Dan Marra,Emilis Guerrero,R,R,,,ball,B,,,2,0,2,1,Top,CH,0.655361333,0.878601361,13,,,,,Changeup,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Dan Marra,Emilis Guerrero,R,R,walk,,ball,B,,,3,0,2,1,Top,FT,-0.248585333,3.895232653,10,,,,,Two-Seam Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Yoichi Ishihara,Emilis Guerrero,R,R,,,called_strike,S,,,0,0,2,1,Top,FT,0.174142667,1.523308844,13,,,,,Two-Seam Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Starlin Rodriguez,Zach Sloan,R,L,,,ball,B,,,0,0,0,1,Bot,FF,0.243268,0.326851701,13,,,,,Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Starlin Rodriguez,Zach Sloan,R,L,,,called_strike,S,,,1,0,0,1,Bot,SL,0.769684,1.937121088,9,,,,,Slider,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Starlin Rodriguez,Zach Sloan,R,L,,,ball,B,,,1,1,0,1,Bot,CH,1.21634,3.676331973,11,,,,,Changeup,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Starlin Rodriguez,Zach Sloan,R,L,,,foul,S,,,2,1,0,1,Bot,SL,-0.711193333,2.341937415,4,,,,,Slider,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Starlin Rodriguez,Zach Sloan,R,L,field_error,,hit_into_play,X,,ground_ball,2,2,0,1,Bot,CH,0.724486667,1.889142857,9,-66.54375,77.175,101.9021653,2,Changeup,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Royce Ando,Zach Sloan,R,L,field_out,,hit_into_play,X,,line_drive,0,0,1,1,Bot,FF,-0.176801333,2.242982313,5,-45.28125,120.4875,128.7153031,6,Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Ryan Rijo,Zach Sloan,L,L,,,ball,B,,,0,0,1,1,Bot,SL,-1.107334667,2.015085714,12,,,,,Slider,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Ryan Rijo,Zach Sloan,L,L,,,swinging_strike,S,,,1,0,1,1,Bot,SL,-0.370884,1.007542857,12,,,,,Slider,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Ryan Rijo,Zach Sloan,L,L,,,ball,B,,,1,1,1,1,Bot,SL,-0.554332,0.719673469,12,,,,,Slider,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Ryan Rijo,Zach Sloan,L,L,,,ball,B,,,2,1,1,1,Bot,FF,-0.947814667,1.196457143,12,,,,,Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Ryan Rijo,Zach Sloan,L,L,,,swinging_strike,S,,,3,1,1,1,Bot,CH,-0.519769333,1.058519728,12,,,,,Changeup,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Ryan Rijo,Zach Sloan,L,L,,,foul,S,,,3,2,1,1,Bot,SL,0.384177333,1.988097959,9,,,,,Slider,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Ryan Rijo,Zach Sloan,L,L,field_out,,hit_into_play,X,,ground_ball,3,2,2,1,Bot,FF,-0.729804,1.907134694,7,-57.09375,72.45,92.24260832,2,Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Christian Kuzemka,Zach Sloan,R,L,field_out,,hit_into_play,X,,ground_ball,0,0,0,1,Bot,FF,-0.089065333,2.242982313,5,-24.80625,115.7625,118.3904829,2,Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Yoichi Ishihara,Emilis Guerrero,R,R,,,called_strike,S,,,0,0,0,2,Top,FT,0.190094667,1.172468027,13,,,,,Two-Seam Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Yoichi Ishihara,Emilis Guerrero,R,R,,,ball,B,,,0,1,0,2,Top,SL,1.269513333,2.045072109,13,,,,,Slider,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Yoichi Ishihara,Emilis Guerrero,R,R,,,ball,B,,,1,1,0,2,Top,CH,0.479889333,0.866606803,13,,,,,Changeup,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Yoichi Ishihara,Emilis Guerrero,R,R,field_error,,hit_into_play,X,,ground_ball,2,1,0,2,Top,SL,0.910593333,2.102046259,13,16.93125,126,127.132479,2,Slider,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Yoichi Ishihara,Emilis Guerrero,R,R,,,,,,,,,0,2,Top,UN,,,0,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,David Alvarez,Emilis Guerrero,L,R,,,ball,B,,,0,0,0,2,Top,FF,-0.562308,3.883238095,10,,,,,Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,David Alvarez,Emilis Guerrero,L,R,,,ball,B,,,1,0,0,2,Top,FT,-1.062137333,1.98509932,12,,,,,Two-Seam Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,David Alvarez,Emilis Guerrero,L,R,,,called_strike,S,,,2,0,0,2,Top,CH,-0.721828,2.608816327,4,,,,,Changeup,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,David Alvarez,Emilis Guerrero,L,R,,,swinging_strike,S,,,2,1,0,2,Top,FF,0.147556,1.43035102,13,,,,,Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,David Alvarez,Emilis Guerrero,L,R,strikeout,,called_strike,S,,,2,2,1,2,Top,FT,0.357590667,1.511314286,13,,,,,Two-Seam Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Jose Vinicio,Emilis Guerrero,L,R,,,foul,S,,,0,0,1,2,Top,SL,0.120969333,1.580282993,8,,,,,Slider,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Jose Vinicio,Emilis Guerrero,L,R,,,called_strike,S,,,0,1,1,2,Top,CH,-0.519769333,1.727216327,7,,,,,Changeup,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Jose Vinicio,Emilis Guerrero,L,R,,,foul,S,,,0,2,1,2,Top,SL,0.376201333,2.269970068,6,,,,,Slider,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Jose Vinicio,Emilis Guerrero,L,R,,,foul,S,,,0,2,1,2,Top,CH,0.288465333,1.073512925,13,,,,,Changeup,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Jose Vinicio,Emilis Guerrero,L,R,,,foul,S,,,0,2,1,2,Top,FT,-0.474572,2.341937415,4,,,,,Two-Seam Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Jose Vinicio,Emilis Guerrero,L,R,,,foul,S,,,0,2,1,2,Top,CH,-0.134262667,1.727216327,8,,,,,Changeup,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Jose Vinicio,Emilis Guerrero,L,R,strikeout,,called_strike,S,,,0,2,2,2,Top,FT,-0.974401333,1.946117007,12,,,,,Two-Seam Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Justin Marra,Emilis Guerrero,L,R,,,ball,B,,,0,0,2,2,Top,FF,-0.341638667,0.93557551,12,,,,,Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Justin Marra,Emilis Guerrero,L,R,,,ball,B,,,1,0,2,2,Top,CH,-0.987694667,1.724217687,12,,,,,Changeup,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Justin Marra,Emilis Guerrero,L,R,,,ball,B,,,2,0,2,2,Top,CH,-0.915910667,1.499319728,12,,,,,Changeup,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Justin Marra,Emilis Guerrero,L,R,,,called_strike,S,,,3,0,2,2,Top,FF,0.229974667,3.355477551,2,,,,,Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Justin Marra,Emilis Guerrero,L,R,,,foul,S,,,3,1,2,2,Top,FT,-0.269854667,2.749752381,5,,,,,Two-Seam Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Justin Marra,Emilis Guerrero,L,R,,,foul,S,,,3,2,2,2,Top,FF,0.086406667,3.673333333,2,,,,,Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Justin Marra,Emilis Guerrero,L,R,single,,hit_into_play,X,,ground_ball,3,2,2,2,Top,CH,0.184777333,3.427444898,2,62.60625,142.5375,155.6807035,5,Changeup,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Jordan Castaldo,Emilis Guerrero,L,R,,,ball,B,,,0,0,2,2,Top,CH,0.477230667,1.181463946,13,,,,,Changeup,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Jordan Castaldo,Emilis Guerrero,L,R,,,called_strike,S,,,1,0,2,2,Top,CH,0.203388,1.910133333,8,,,,,Changeup,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Jordan Castaldo,Emilis Guerrero,L,R,,,ball,B,,,1,1,2,2,Top,FT,0.466596,0.965561905,13,,,,,Two-Seam Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Jordan Castaldo,Emilis Guerrero,L,R,single,,hit_into_play,X,,line_drive,2,1,2,2,Top,SL,0.586236,1.98210068,9,129.09375,200.475,238.44375,6,Slider,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Johnathan Solazzo,Emilis Guerrero,L,R,,,swinging_strike,S,,,0,0,2,2,Top,FF,0.147556,3.898231293,11,,,,,Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Johnathan Solazzo,Emilis Guerrero,L,R,,,ball,B,,,0,1,2,2,Top,FT,0.33898,0.854612245,13,,,,,Two-Seam Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Johnathan Solazzo,Emilis Guerrero,L,R,,,foul,S,,,1,1,2,2,Top,FF,0.639409333,2.464881633,6,,,,,Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Johnathan Solazzo,Emilis Guerrero,L,R,single,,hit_into_play,X,,popup,1,2,2,2,Top,FT,-0.288465333,3.448435374,1,-49.10625,211.6125,217.2355264,3,Two-Seam Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Greg Carrington,Emilis Guerrero,L,R,,,called_strike,S,,,0,0,2,2,Top,FF,-0.070454667,1.439346939,12,,,,,Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Greg Carrington,Emilis Guerrero,L,R,,,foul,S,,,0,1,2,2,Top,FT,0.639409333,1.847161905,9,,,,,Two-Seam Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Greg Carrington,Emilis Guerrero,L,R,,,ball,B,,,0,2,2,2,Top,FT,-1.091382667,2.97764898,10,,,,,Two-Seam Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Greg Carrington,Emilis Guerrero,L,R,,,foul,S,,,1,2,2,2,Top,FF,0.721828,2.782737415,6,,,,,Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Greg Carrington,Emilis Guerrero,L,R,,,ball,B,,,1,2,2,2,Top,CH,-0.979718667,2.09305034,12,,,,,Changeup,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Greg Carrington,Emilis Guerrero,L,R,fielders_choice,,hit_into_play,X,,ground_ball,2,2,0,2,Top,SL,0.394812,2.329942857,6,20.08125,136.2375,137.709524,2,Slider,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Branfy Infante,Zach Sloan,R,L,,,foul,S,,,0,0,0,2,Bot,FF,-0.37886,2.320946939,4,,,,,Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Branfy Infante,Zach Sloan,R,L,,,ball,B,,,0,1,0,2,Bot,SL,0.275172,0.737665306,13,,,,,Slider,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Branfy Infante,Zach Sloan,R,L,,,ball,B,,,1,1,0,2,Bot,SL,-0.17946,1.202454422,12,,,,,Slider,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Branfy Infante,Zach Sloan,R,L,,,called_strike,S,,,2,1,0,2,Bot,SL,0.176801333,1.93112381,8,,,,,Slider,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Branfy Infante,Zach Sloan,R,L,,,ball,B,,,2,2,0,2,Bot,FF,0.195412,1.058519728,13,,,,,Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Branfy Infante,Zach Sloan,R,L,strikeout,,swinging_strike,S,,,3,2,1,2,Bot,SL,0.166166667,1.952114286,8,,,,,Slider,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Brad McQuinn,Zach Sloan,L,L,,,swinging_strike,S,,,0,0,1,2,Bot,SL,-1.197729333,1.508315646,12,,,,,Slider,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Brad McQuinn,Zach Sloan,L,L,,,ball,B,,,0,1,1,2,Bot,FF,-0.352273333,0.914585034,12,,,,,Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Brad McQuinn,Zach Sloan,L,L,,,called_strike,S,,,1,1,1,2,Bot,SL,-0.796270667,1.325398639,12,,,,,Slider,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Brad McQuinn,Zach Sloan,L,L,,,ball,B,,,1,2,1,2,Bot,FF,-1.006305333,3.049616327,10,,,,,Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Brad McQuinn,Zach Sloan,L,L,,,ball,B,,,2,2,1,2,Bot,CH,-0.570284,0.740663946,12,,,,,Changeup,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Brad McQuinn,Zach Sloan,L,L,walk,,ball,B,,,3,2,1,2,Bot,FF,0.447985333,0.32985034,13,,,,,Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Josh Tibbits,Zach Sloan,L,L,,,called_strike,S,,,0,0,1,2,Bot,FF,0.275172,1.685235374,8,,,,,Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Josh Tibbits,Zach Sloan,L,L,single,,hit_into_play,X,,ground_ball,0,1,1,2,Bot,SL,0.429374667,2.566835374,6,114.91875,180.225,213.7460403,5,Slider,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Tyler Plumpton,Zach Sloan,R,L,fielders_choice,,hit_into_play,X,,ground_ball,0,0,2,2,Bot,FF,0.176801333,3.223537415,2,-51.58125,109.4625,121.0068769,2,Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Owen Jansen,Zach Sloan,L,L,,,ball,B,,,0,0,2,2,Bot,FF,0.131604,0.956565986,13,,,,,Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Owen Jansen,Zach Sloan,L,L,,,ball,B,,,1,0,2,2,Bot,FF,1.05682,2.800729252,11,,,,,Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Owen Jansen,Zach Sloan,L,L,,,foul,S,,,2,0,2,2,Bot,FF,0.147556,1.736212245,8,,,,,Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Owen Jansen,Zach Sloan,L,L,,,called_strike,S,,,2,1,2,2,Bot,SL,0.030574667,2.350933333,5,,,,,Slider,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Owen Jansen,Zach Sloan,L,L,field_error,,hit_into_play,X,,ground_ball,2,2,2,2,Bot,SL,-0.097041333,2.782737415,5,-37.40625,117.3375,123.1556594,2,Slider,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Starlin Rodriguez,Zach Sloan,R,L,field_out,,hit_into_play,X,,ground_ball,0,0,0,2,Bot,FF,-0.17946,2.054068027,8,11.41875,138.6,139.0695792,2,Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,James Dutton,Emilis Guerrero,R,R,,,swinging_strike,S,,,0,0,0,3,Top,SL,0.413422667,1.181463946,13,,,,,Slider,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,James Dutton,Emilis Guerrero,R,R,field_out,,hit_into_play,X,,ground_ball,0,1,1,3,Top,FT,0.229974667,2.575831293,5,28.74375,117.3375,120.8068378,2,Two-Seam Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
2023-05-18,20230518TORBAR1,TOR,BAR,R,2023,,Dan Marra,Emilis Guerrero,R,R,,,called_strike,S,,,0,0,1,3,Top,FF,0.65802,2.905681633,6,,,,,Fastball,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,
